Date,PM10,PM2. 5,CO,AQI,Place_vyttilla
8/24/2023,-0.576523554,-0.781000102,0.911013623,-0.306859839,1
8/25/2023,-0.349682364,-0.770296986,1.01497329,-0.254847947,1
8/26/2023,0.767432807,-0.607520424,1.01497329,0.213259074,1
8/27/2023,0.347931978,-0.322103987,0.937003539,-0.150824165,1
8/28/2023,-0.349371623,-0.507624671,0.859033789,-0.332865784,1
8/29/2023,-0.349371623,-1.409362227,0.625124537,-0.462895512,1
8/30/2023,-0.107304107,-1.230530991,0.781064038,-0.384877675,1
8/31/2023,0.694408589,-0.723024889,0.962993456,0.161247183,1
9/1/2023,1.002664013,-0.597709234,0.962993456,0.421306639,1
9/2/2023,-1.017154795,-0.836299537,0.911013623,-0.306859839,1
9/3/2023,-1.426090418,-1.181029077,0.833043872,-0.35887173,1
9/4/2023,-1.055375982,-0.953141891,1.066953124,-0.228842002,1
9/5/2023,0.32307267,-0.428243225,1.352842209,-0.098812274,1
9/6/2023,-1.023369622,-0.805974041,1.01497329,-0.254847947,1
9/7/2023,-1.393151835,-1.012009031,1.196902708,-0.17683011,1
9/8/2023,-1.15823137,-0.846110727,1.664721211,0.0572234,1
9/9/2023,-1.442248969,-1.100755704,1.09294304,-0.228842002,1
9/10/2023,-1.562816615,-1.225179432,0.962993456,-0.280853893,1
9/11/2023,-0.621891791,-1.055713423,0.988983373,-0.280853893,1
9/12/2023,0.001455367,-0.830502016,1.482791793,-0.020794437,1
9/13/2023,0.42188842,-0.67842857,2.00259013,0.23926502,1
9/14/2023,-0.649547772,-0.613763909,1.950610296,0.213259074,1
9/15/2023,-1.14890913,-0.751120569,0.833043872,-0.35887173,1
9/16/2023,-1.377925508,-0.943330701,0.573144704,-0.488901458,1
9/17/2023,-0.464035183,-0.952249965,1.274872458,-0.124818219,1
9/18/2023,-0.641468497,-0.915680984,1.248882542,-0.150824165,1
9/19/2023,0.773336893,-0.879557966,0.417205203,0.213259074,1
9/20/2023,2.214555298,-0.741755342,0.365225369,1.07145528,1
9/21/2023,5.459005787,-0.140151009,-0.154572968,2.891871473,1
9/22/2023,-0.468074821,-1.064632687,-0.258532635,-0.826978751,1
9/23/2023,-0.549178314,-0.953587854,-0.206552801,-0.878990642,1
9/24/2023,-0.313636367,-0.702510582,-0.284522552,-0.696949023,1
9/25/2023,1.552986953,-0.45143331,-0.154572968,0.707372041,1
9/26/2023,-0.665395581,-0.725254705,-0.154572968,-0.852984697,1
9/27/2023,0.426860282,-0.606628498,-0.180562885,-0.072806328,1
9/28/2023,-1.390044421,-0.992832614,-0.258532635,-0.904996588,1
9/29/2023,-1.464000864,-1.065970576,-0.310512469,-0.931002534,1
9/30/2023,-1.406202972,-0.973210234,-0.362492302,-0.957008479,1
10/1/2023,-1.570585149,-1.199313568,-0.414472136,-0.983014425,1
10/2/2023,-1.430751539,-1.111458821,-0.362492302,-0.957008479,1
10/3/2023,0.349796426,-0.830502016,-0.258532635,-0.124818219,1
10/4/2023,1.048964475,-0.442514047,-0.232542718,0.447312585,1
10/5/2023,0.700934157,-0.446973679,-0.258532635,0.161247183,1
10/6/2023,0.837660354,-0.192774665,-0.128583051,0.265270965,1
10/7/2023,1.390779966,0.172915145,-0.024623384,0.629354204,1
10/8/2023,1.048964475,-0.103582028,-0.128583051,0.421306639,1
10/9/2023,0.551778307,-0.52278742,-0.180562885,0.031217455,1
10/10/2023,0.567315375,-0.210613192,-0.128583051,0.031217455,1
10/11/2023,0.548670893,-0.549545211,-0.128583051,0.031217455,1
10/12/2023,-1.082721221,-0.86617907,-0.128583051,-0.826978751,1
10/13/2023,0.129170064,-0.375619569,-0.180562885,-0.332865784,1
10/14/2023,-0.277901111,-0.701172693,-0.206552801,-0.670943077,1
10/15/2023,-0.883846754,-1.102539557,-0.362492302,-0.957008479,1
10/16/2023,0.585959856,-0.901856125,-0.258532635,0.0572234,1
10/17/2023,-0.221967667,-0.701172693,-0.284522552,-0.618931186,1
10/18/2023,0.054592139,-0.562924106,-0.180562885,-0.384877675,1
10/19/2023,1.608298914,0.048045454,-0.180562885,0.733377986,1
10/20/2023,0.356011253,-0.237370983,-0.154572968,-0.124818219,1
10/21/2023,0.216177643,-0.045606814,-0.102593134,-0.17683011,1
10/22/2023,1.266483424,0.052505086,-0.232542718,0.551336367,1
10/23/2023,0.881164143,-0.464812206,-0.336502386,0.317282856,1
10/24/2023,1.235409288,0.204132568,-0.206552801,0.551336367,1
10/25/2023,2.198707489,0.083722509,-0.180562885,1.07145528,1
10/26/2023,1.266483424,0.373598578,-0.154572968,0.551336367,1
10/27/2023,0.890486384,0.297784836,-0.206552801,0.317282856,1
10/28/2023,1.080038611,0.560903114,-0.180562885,0.447312585,1
10/29/2023,0.73822312,0.308190644,-0.145909662,-2.179287924,1
10/30/2023,0.396407629,0.055478174,-0.11125644,-2.179287924,1
10/31/2023,0.054592139,-0.197234296,-0.076603217,-0.384877675,1
11/1/2023,1.984295954,0.705841149,-0.0506133,0.967431497,1
11/2/2023,1.81836007,0.472602404,-0.076603217,0.863407715,1
11/3/2023,-0.643954428,0.387869399,-0.076603217,-0.254847947,1
11/4/2023,-1.782200011,-1.065524613,-0.258532635,-0.904996588,1
11/5/2023,-1.224108538,-1.059281129,-0.336502386,-0.931002534,1
11/6/2023,-0.912124217,-0.970980418,-0.284522552,-0.904996588,1
11/7/2023,0.147193063,-0.465258169,-0.232542718,-0.306859839,1
11/8/2023,-0.430164375,-0.797946703,-0.258532635,-0.800972805,1
11/9/2023,-0.374541673,-0.57184337,-0.206552801,-0.748960914,1
11/10/2023,-0.269200353,-0.404161213,-0.206552801,-0.644937132,1
11/11/2023,1.294760887,0.269243193,-0.180562885,0.577342313,1
11/12/2023,1.671068668,1.021137119,-0.206552801,0.785389878,1
11/13/2023,1.505132784,1.371218217,-0.0506133,0.993437443,1
11/14/2023,1.976216679,1.640134016,-0.024623384,1.513556355,1
11/15/2023,0.479375571,0.487765152,0.001366533,-0.020794437,1
11/16/2023,1.081903059,0.239809623,-0.076603217,0.447312585,1
11/17/2023,0.503924138,-0.181625585,-0.128583051,-0.020794437,1
11/18/2023,-0.294681144,0.034220595,-0.0506133,-0.59292524,1
11/19/2023,0.444572539,0.115831858,-0.128583051,-0.046800382,1
11/20/2023,2.319585876,0.72278775,0.02735645,1.149473116,1
11/21/2023,1.579089227,0.992595475,0.183295951,0.733377986,1
11/22/2023,-1.18340142,-0.192774665,0.079336284,-0.722954969,1
11/23/2023,0.335191582,-0.609304277,0.001366533,-0.150824165,1
11/24/2023,0.163973096,-0.450541384,-0.284522552,-0.280853893,1
11/25/2023,1.250946356,0.449412319,-0.284522552,0.551336367,1
11/26/2023,0.710567139,0.06142435,0.053346367,0.161247183,1
11/27/2023,3.227882857,-0.060769562,-0.284522552,1.643586083,1
11/28/2023,1.924944355,0.245607144,-0.258532635,0.915419606,1
11/29/2023,1.841976413,0.58275531,-0.54442172,0.88941366,1
11/30/2023,1.012296995,0.291541352,-0.284522552,0.421306639,1
12/1/2023,-1.27973124,2.10438169,-0.310512469,-0.020794437,1
12/2/2023,-1.271030482,2.888830928,-0.570411637,0.421306639,1
12/3/2023,-1.349958786,0.394112884,-0.570411637,-1.00902037,1
12/4/2023,1.819292294,-0.130339819,-0.518431803,0.863407715,1
12/5/2023,1.482448666,0.403478111,-0.154572968,0.681366095,1
12/6/2023,0.847604077,0.17782074,0.053346367,0.291276911,1
12/7/2023,0.736669413,0.036004448,-0.336502386,0.187253128,1
12/8/2023,0.35072865,-0.313630687,-0.596401554,-0.124818219,1
12/9/2023,-0.770426159,-0.57050548,-0.414472136,-0.983014425,1
12/10/2023,0.405108387,0.089965993,-0.180562885,-0.098812274,1
12/11/2023,2.413429765,0.15953625,-0.518431803,1.201485008,1
12/12/2023,1.349451366,0.314731437,-0.700361221,0.603348258,1
12/13/2023,1.728555819,1.030502346,-0.674371304,0.811395823,1
12/14/2023,1.658949755,1.124600577,-0.674371304,0.785389878,1
12/15/2023,2.340405547,1.771247192,-0.54442172,1.747609866,1
12/16/2023,1.466600856,1.057260137,-1.298129309,0.681366095,1
12/17/2023,1.291342732,1.628984937,-0.076603217,1.48755041,1
12/18/2023,0.047755829,0.137684054,-0.46645197,-0.384877675,1
